sofifa_id,long_name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,skill_moves,work_rate,body_type,player_tags,team_position
213943,Iván Alonso Garrido Pinzón,33,186,80,Colombia,Atlético Huila,64,64,0,0,Right,2,Low/Medium,Lean,,RCB
213944,Jhon Fredy Zea Mosquera,30,169,64,Colombia,Deportivo Pasto,64,64,0,0,Right,2,Medium/High,Normal,,RB
213977,Janer Alberto Serpa Pacheco,33,194,90,Colombia,Deportes Tolima,64,64,0,0,Right,1,Medium/Medium,Normal,,SUB
214067,Ever Milton Cantero Benítez,28,178,77,Paraguay,CD Cobresal,64,64,0,0,Right,3,High/Medium,Normal,,RS
214144,Diego Fernando Chica López,33,175,70,Colombia,Boyacá Chicó FC,64,64,0,0,Left,2,Medium/Medium,Normal,,SUB
214227,Sebastián Francisco Javier Montesinos Pezoa,28,183,84,Chile,Deportivo Ñublense,64,64,0,0,Right,2,Medium/High,Normal,,SUB
214256,Jonathan Josué Cisternas Fernández,34,168,68,Chile,Deportivo Ñublense,64,64,0,0,Right,2,High/Medium,Lean,,LCM
214275,Boris Alexis Rieloff Venegas,30,186,84,Chile,Deportes Iquique,64,64,0,0,Right,2,Medium/Medium,Normal,#Strength,RM
214289,Harold Macías Cabrera,34,181,78,Colombia,Patriotas Boyacá FC,64,64,0,0,Right,2,Medium/Medium,Normal,,RCB
214311,Jáider José Romero Romero,32,176,74,Colombia,Junior FC,64,64,0,0,Right,3,Medium/Medium,Normal,,RES
214355,Ricardo Antonio Jérez Figueroa,28,188,84,Guatemala,Alianza Petrolera,64,64,0,0,Left,1,Medium/Medium,Normal,,GK
214359,Pedro Macario Pino Moreno,35,175,75,Colombia,Fortaleza CEIF,64,64,0,0,Right,2,Low/Medium,Normal,,SUB
214458,Diego Rosende Lagos,28,172,69,Chile,CD Palestino,64,64,0,0,Right,3,Medium/Medium,Lean,,SUB
214494,Víctor Javier Cortés,38,168,68,Colombia,Envigado FC,64,64,0,0,Right,2,Medium/Low,Normal,,RM
214513,John Jairo Montaño Victoria,30,183,80,Colombia,Deportivo Pasto,64,64,0,0,Left,2,Medium/High,Normal,,SUB
214935,Gabriel Vallés,28,169,65,Argentina,Independiente,64,64,0,0,Right,2,Low/Medium,Normal,,SUB
215096,Nicolás Ortiz,30,175,73,Chile,CD Antofagasta,64,64,0,0,Left,2,Medium/Medium,Normal,,LCB
215231,Damián Leyes,28,180,88,Argentina,Quilmes Atlético Club,64,64,0,0,Right,2,Medium/Medium,Stocky,,RCB
215258,César Mansanelli,33,180,80,Argentina,Belgrano de Córdoba,64,64,0,0,Right,3,Medium/Medium,Stocky,,SUB
216301,Emmanuel Gil,27,170,69,Mexico,Tiburones Rojos de Veracruz,64,64,0,0,Right,2,High/Medium,Normal,,SUB
216660,Hugo Álvarez Quintas,29,183,72,Spain,CD Tenerife,64,64,0,0,Right,2,Medium/Medium,Lean,,SUB
218897,Leandro Javier Delgado Plenkovich,31,178,73,Chile,CD Huachipato,64,64,0,0,Right,2,Medium/Medium,Normal,,RCB
223530,Mads Justesen,31,196,90,Denmark,Hobro IK,64,64,0,0,Right,2,Medium/High,Normal,,RCB
223547,Daniel Monllor,29,190,86,Argentina,Boavista FC,64,64,0,0,Right,1,Medium/Medium,Normal,,RES
223735,Wellington Da Silva,28,181,73,Brazil,Medipol Başakşehir FK,64,64,0,0,Right,3,Medium/Medium,Lean,,SUB
223927,Djordje Djikanovic,29,191,81,Montenegro,Hajer,64,64,0,0,Right,2,Medium/Medium,Normal,,CB
224096,Wederson Luiz da Silva Medeiros,32,176,75,Brazil,Mersin İdman Yurdu,64,64,0,0,Left,3,Medium/Medium,Normal,,LB
224286,Leandro Messias dos Santos,30,183,77,Brazil,Korona Kielce,64,64,0,0,Right,2,Medium/Medium,Normal,,LB
224343,Guillermo Martín Reyes Maneiro,27,186,85,Uruguay,CD Huachipato,64,64,0,0,Left,1,Medium/Medium,Normal,,GK
225221,Stefano Del Mare,27,174,72,Italy,Vicenza,64,64,0,0,Right,3,Medium/Medium,Normal,,LM
222394,Younes Bnou Marzouk,18,180,75,France,Juventus,63,82,0,0,Right,3,High/Medium,Normal,,RES
212628,Marian Sarr,19,188,83,Germany,Borussia Dortmund,63,81,0,0,Left,2,Medium/Medium,Lean,,RES
213642,James Wilson,18,184,82,England,Manchester United,63,81,0,0,Left,2,Medium/Medium,Lean,,RES
220814,Lucas Hernández,18,180,75,France,Atlético Madrid,63,81,0,0,Left,2,High/Low,Normal,,RES
216388,Allan Saint-Maximin,17,173,67,France,AS Saint-Étienne,63,80,0,0,Right,3,Medium/Medium,Lean,,SUB
213957,Luca Crecco,18,183,76,Italy,Ternana,63,79,0,0,Left,2,High/Medium,Lean,,SUB
222028,Julian Weigl,18,186,70,Germany,TSV 1860 München,63,79,0,0,Right,2,Medium/Medium,Lean,,SUB
224122,Caio Rangel Da Silva,18,172,70,Brazil,Cagliari,63,79,0,0,Right,3,Medium/Low,Normal,,SUB
211064,Marco Piredda,20,170,68,Italy,Ternana,63,78,0,0,Right,2,Medium/Medium,Normal,,CAM
212622,Joshua Kimmich,19,176,70,Germany,RB Leipzig,63,78,0,0,Right,3,Medium/Medium,Normal,,LCM
213954,Anton Mitryushkin,18,186,79,Russia,Spartak Moscow,63,78,0,0,Right,1,Medium/Medium,Normal,,SUB
214643,Octávio Merlo Manteca,20,186,81,Brazil,Fiorentina,63,78,0,0,Right,3,Medium/Low,Normal,,RES
220633,Demarai Gray,18,178,66,England,Birmingham City,63,78,0,0,Right,3,Medium/Low,Lean,,SUB
204782,Samed Yeşil,20,180,72,Germany,Liverpool,63,77,0,0,Right,3,Medium/Medium,Lean,,RES
209318,Boy de Jong,20,180,76,Netherlands,PEC Zwolle,63,77,0,0,Right,1,Medium/Medium,Stocky,,SUB
210394,Jordan Ikoko,20,172,69,France,Le Havre AC,63,77,0,0,Right,2,Medium/Medium,Lean,,SUB
215480,Aleksandar Boljević,18,182,73,Montenegro,PSV,63,77,0,0,Left,3,Medium/Medium,Lean,,RES
215970,Boli Bolingoli Mbombo,18,180,72,Belgium,Club Brugge KV,63,77,0,0,Left,2,High/High,Lean,,SUB
216266,Kenny Tete,18,175,70,Netherlands,Ajax,63,77,0,0,Right,2,Medium/Medium,Lean,,RES
222390,Unai López Cabrera,18,169,64,Spain,Athletic Club de Bilbao,63,77,0,0,Right,2,Medium/Medium,Normal,,SUB
222544,Efthimios Koulouris,18,182,70,Greece,PAOK,63,77,0,0,Right,2,High/Low,Normal,,SUB
200780,Gael Bigirimana,20,177,74,England,Newcastle United,63,76,0,0,Right,2,Medium/Medium,Lean,#Acrobat,RES
203428,Elliott  Hewitt,20,180,75,Wales,Ipswich Town,63,76,0,0,Right,2,Medium/Medium,Lean,,SUB
205207,Cristian Leonel Ramírez Zambrano,19,173,79,Ecuador,1. FC Nürnberg,63,76,0,0,Left,2,High/Medium,Normal,,SUB
207639,Callum Reilly,20,185,78,Republic of Ireland,Birmingham City,63,76,0,0,Left,2,High/High,Lean,,SUB
210719,Marc-Oliver Kempf,19,185,82,Germany,SC Freiburg,63,76,0,0,Left,2,Medium/Medium,Normal,,LCB
211990,Odisseas Vlachodimos,20,191,77,Germany,VfB Stuttgart,63,76,0,0,Right,1,Medium/Medium,Lean,,RES
212476,Álvaro Medrán Just,20,176,68,Spain,Real Madrid,63,76,0,0,Right,2,Medium/Medium,Lean,,RES
216437,Wallace Fortuna dos Santos,20,191,83,Brazil,AS Monaco,63,76,0,0,Right,2,Medium/Medium,Lean,,SUB
220579,Younès Kaabouni,19,179,67,France,FC Girondins de Bordeaux,63,76,0,0,Right,2,Medium/Medium,Lean,,RES
221271,Théo Pellenard,20,182,71,France,FC Girondins de Bordeaux,63,76,0,0,Left,2,Medium/Medium,Lean,,SUB
202199,George Long,20,193,94,England,Oxford United,63,75,0,0,Left,1,Medium/Medium,Lean,,GK
205556,Luka Krajnc,19,187,86,Slovenia,Cesena,63,75,0,0,Left,2,Medium/Medium,Normal,,RES
210403,Diamantis Chouchoumis,19,183,75,Greece,Panathinaikos FC,63,75,0,0,Left,2,Medium/Medium,Lean,,SUB
210970,Bismark Adjei-Boateng,20,179,71,Ghana,Strømsgodset IF,63,75,0,0,Right,2,Medium/High,Lean,,LDM
213905,Sam Gallagher,18,193,75,England,Southampton,63,75,0,0,Right,2,Medium/Medium,Normal,,RES
215559,Lucas E. Santana de Oliveira,19,181,70,Brazil,Udinese,63,75,0,0,Left,4,High/Low,Lean,,RES
216390,Oswal Andrés Álvarez Salazar,19,178,78,Colombia,RSC Anderlecht,63,75,0,0,Right,3,High/Low,Normal,,SUB
219836,Orlando Rubén Yáñez Alabart,20,190,81,Spain,Real Madrid,63,75,0,0,Right,1,Medium/Medium,Lean,,RES
221120,Rai Vloet,19,187,76,Netherlands,PSV,63,75,0,0,Right,3,High/Medium,Normal,,SUB
225441,Kasey Palmer,17,180,68,England,Chelsea,63,75,0,0,Right,3,Medium/Medium,Lean,,RES
194367,Eldin Hadzic Osmanovic,21,179,75,Bosnia Herzegovina,Real Zaragoza,63,74,0,0,Right,2,Medium/Medium,Lean,,SUB
204966,Adrián Ortolá Vañó,20,182,71,Spain,FC Barcelona B,63,74,0,0,Left,1,Medium/Medium,Normal,,GK
205593,Michael Steven Chacón Ibargüen,20,176,68,Netherlands,SC Heerenveen,63,74,0,0,Right,2,Medium/High,Normal,,SUB
206530,Marius Høibråten,19,184,77,Norway,Strømsgodset IF,63,74,0,0,Left,2,Medium/Medium,Normal,,SUB
206626,Mikael Ishak,21,185,79,Sweden,Randers FC,63,74,0,0,Right,3,Medium/Medium,Normal,,RS
209990,Richard Strebinger,21,194,90,Austria,SV Werder Bremen,63,74,0,0,Right,1,Medium/Medium,Normal,,SUB
210617,Samuel Castillejo Azuaga,19,179,61,Spain,Málaga CF,63,74,0,0,Left,3,Medium/Medium,Lean,,SUB
210985,Ben Osborn,19,169,67,England,Nottingham Forest,63,74,0,0,Left,2,Medium/Medium,Lean,,LCM
211428,Markel Etxeberría Mendiola,19,180,72,Spain,Athletic Club de Bilbao,63,74,0,0,Right,2,Medium/Medium,Normal,,RES
211581,Shane O'Neill,20,188,86,United States,Colorado Rapids,63,74,0,0,Right,2,Medium/Medium,Lean,,LCB
214002,Ricardo Alves Coelho da Silva,21,184,80,Portugal,Os Belenenses,63,74,0,0,Left,2,Medium/Medium,Normal,,SUB
214505,Omar Mancilla Arboleda,19,188,84,Colombia,Deportivo Pasto,63,74,0,0,Right,2,Medium/Medium,Normal,#Strength,SUB
215495,Birama Ndoye,20,182,80,Senegal,FC Sion,63,74,0,0,Right,2,High/Medium,Stocky,#Strength,RDM
218980,José Johan Silva Hurtatiz,20,189,80,Colombia,Deportivo Cali,63,74,0,0,Right,1,Medium/Medium,Normal,,SUB
219715,Raffaele Di Gennaro,20,185,78,Italy,Latina,63,74,0,0,Right,1,Medium/Medium,Lean,,GK
219721,Agostino Camigliano,19,187,77,Italy,Virtus Entella,63,74,0,0,Right,2,Low/High,Normal,,SUB
220968,Ahmed El Messaoudi,18,182,78,Belgium,Lierse SK,63,74,0,0,Right,2,Medium/Medium,Normal,,LCB
221890,Jay Fulton,20,178,68,England,Swansea City,63,74,0,0,Right,2,Medium/Medium,Lean,,RES
222883,Thomas Touré,20,175,75,France,FC Girondins de Bordeaux,63,74,0,0,Right,2,Medium/Medium,Normal,,SUB
224070,Nikolaos Ioannidis,20,188,79,Greece,PEC Zwolle,63,74,0,0,Right,2,High/Low,Normal,,SUB
200759,Jeffrey Schlupp,21,178,72,Ghana,Leicester City,63,73,0,0,Left,2,Medium/Medium,Normal,,LM
201361,Marcos Vinicius Santos Miranda,22,193,90,Brazil,Chievo Verona,63,73,0,0,Right,1,Medium/Medium,Normal,,RES
203331,Lloyd Isgrove,21,170,72,Wales,Southampton,63,73,0,0,Right,3,Medium/Medium,Normal,,SUB
203615,Tobias Kainz,21,174,68,Austria,SC Wiener Neustadt,63,73,0,0,Right,2,Medium/Medium,Normal,,SUB
207794,Wannes Van Tricht,20,173,64,Belgium,KV Mechelen,63,73,0,0,Right,2,High/Medium,Lean,,SUB
208102,Kasper Larsen,21,190,80,Denmark,Odense Boldklub,63,73,0,0,Right,2,Medium/Medium,Lean,,LCB
208502,José Carlos Van Rankin Galland,21,174,65,Mexico,U.N.A.M.,63,73,0,0,Right,2,High/Medium,Lean,,RB
208509,Thomas Foket,19,179,75,Belgium,KAA Gent,63,73,0,0,Right,3,High/Medium,Normal,,RM
208781,Wouter Marinus,19,179,73,Netherlands,PEC Zwolle,63,73,0,0,Right,2,High/Medium,Normal,,SUB
209485,Alexander Mühling,21,186,84,Germany,SV Sandhausen,63,73,0,0,Right,2,Medium/Medium,Normal,,CAM
210313,Thomas Murg,19,173,70,Austria,SV Ried,63,73,0,0,Left,2,Medium/Medium,Normal,,SUB
210831,Birger Verstraete,20,176,66,Belgium,Royal Excel Mouscron,63,73,0,0,Right,2,Medium/High,Lean,,SUB
212420,Mouhamadou-Naby Sarr,20,196,94,France,Sporting CP,63,73,0,0,Left,2,Medium/Medium,Normal,"#Aerial Threat, #Strength",LCB
212451,Luís Augusto Martins Rocha,21,177,71,Portugal,Vitória Guimarães,63,73,0,0,Left,2,Medium/High,Normal,,RES
213414,William Troost-Ekong,20,191,82,Netherlands,FC Dordrecht,63,73,0,0,Right,2,Medium/Medium,Normal,,RCB
215036,Fernando Cornejo,18,171,65,Chile,CD Cobreloa,63,73,0,0,Right,3,Medium/Medium,Lean,,RCM
219859,Carlos Leonel Torres,19,174,66,Argentina,Newell's Old Boys,63,73,0,0,Right,4,Medium/Medium,Normal,,RES
219988,Felipe Nicolás Avenatti,21,196,86,Uruguay,Ternana,63,73,0,0,Left,2,Medium/Medium,Lean,#Strength,RS
220574,Álvaro Tierno Román,21,178,67,Spain,Real Zaragoza,63,73,0,0,Left,2,Medium/Medium,Lean,,RES
223566,Wessel Dammers,19,182,76,Netherlands,Feyenoord,63,73,0,0,Right,2,Medium/Medium,Normal,,RES
223697,Robin Gosens,19,183,76,Germany,FC Dordrecht,63,73,0,0,Left,2,Medium/High,Normal,,LCM
224189,Yoann Barbet,21,187,81,France,Chamois Niortais Football Club,63,73,0,0,Left,2,Medium/Medium,Normal,,LCB
185438,Nicklas Bärkroth,22,172,78,Sweden,IF Brommapojkarna,63,72,0,0,Right,3,High/Medium,Stocky,,RW
186607,Daniele Ragatzu,22,172,68,Italy,FC Pro Vercelli 1892,63,72,0,0,Right,3,High/Medium,Normal,"#Speedster, #Acrobat",SUB
189171,Adam Chicksen,22,173,74,England,Brighton & Hove Albion,63,72,0,0,Left,2,Medium/Medium,Lean,,RES
192496,Paul Downing,22,186,79,England,Walsall,63,72,0,0,Right,2,Medium/Medium,Normal,,RCB
198153,Jake Taylor,22,177,77,Wales,Reading,63,72,0,0,Right,2,Medium/Medium,Lean,,SUB
199002,Mustafa Amini,21,176,74,Australia,Borussia Dortmund,63,72,0,0,Right,3,Medium/Medium,Normal,,RES
202811,Emiliano Martinez,21,191,88,Argentina,Arsenal,63,72,0,0,Right,1,Medium/Medium,Normal,,RES
202884,Leonardo Spinazzola,21,186,75,Italy,Atalanta,63,72,0,0,Right,3,High/Low,Lean,,RES
202930,Kwame Amponsah Karikari,22,188,81,Ghana,AIK,63,72,0,0,Left,3,Medium/Medium,Lean,,SUB
204686,Will Packwood,21,191,80,United States,Birmingham City,63,72,0,0,Right,2,Medium/High,Normal,,SUB
204761,Grant Hall,22,191,71,England,Birmingham City,63,72,0,0,Right,2,Low/Medium,Normal,,SUB
207650,Emil Krafth,19,181,79,Sweden,Helsingborgs IF,63,72,0,0,Right,2,High/Medium,Normal,,RB
207818,João Filipe Amorim Gomes,21,179,76,Portugal,Vitória Guimarães,63,72,0,0,Right,2,Medium/Medium,Normal,,RES
208316,Andreas Blomqvist,22,175,70,Sweden,Mjällby AIF,63,72,0,0,Right,3,Medium/Medium,Lean,,LCM
208514,Jens Jurn Streutker,21,196,75,Netherlands,SC Heerenveen,63,72,0,0,Right,2,Medium/Medium,Lean,#Aerial Threat,SUB
209701,Joey Pelupessy,21,172,63,Netherlands,Heracles Almelo,63,72,0,0,Right,2,Low/Medium,Lean,,RCM
209717,Giovani Hernández,21,172,73,Mexico,Guadalajara,63,72,0,0,Left,2,Medium/Medium,Lean,,SUB
210141,Yasir Al Fahmi,22,169,67,Saudi Arabia,Al Ahli,63,72,0,0,Left,3,Medium/Low,Lean,,RES
210862,Ricardo José Araújo Ferreira,21,190,76,Portugal,FC Paços de Ferreira,63,72,0,0,Right,2,Medium/Medium,Lean,,RCB
211454,Mohamed Naser Elsayed Elneny,21,180,71,Egypt,FC Basel 1893,63,72,0,0,Right,3,Medium/Medium,Normal,,RES
212259,Christopher Dawson,19,168,66,Wales,Leeds United,63,72,0,0,Right,2,Medium/Medium,Normal,,RES
212574,박정빈 Jung Bin Park,20,177,74,Korea Republic,Karlsruher SC,63,72,0,0,Right,3,Medium/Medium,Normal,,SUB
213573,Marius Gersbeck,19,187,80,Germany,Hertha BSC,63,72,0,0,Left,1,Medium/Medium,Stocky,,RES
213670,Isak Ssewankambo,18,179,74,Sweden,NAC Breda,63,72,0,0,Right,2,High/High,Normal,,RB
214690,Oscar Ignacio Hernández Polanco,19,177,64,Chile,AC Barnechea,63,72,0,0,Right,3,Medium/Medium,Lean,,LCM
215147,Lautaro Giannetti,20,184,79,Argentina,Vélez Sarsfield,63,72,0,0,Right,2,Medium/Medium,Normal,,SUB
216410,Vinícius de Freitas Ribeiro,21,183,78,Brazil,Perugia,63,72,0,0,Left,2,Medium/Medium,Normal,,SUB
219479,Matías Isidoro Presentado,21,187,77,Argentina,Estudiantes de La Plata,63,72,0,0,Right,2,Low/High,Normal,,SUB
220358,Facundo Monteseirín,19,184,82,Argentina,Club Atlético Lanús,63,72,0,0,Right,2,Low/Medium,Normal,,SUB
189573,Iker Guarrotxena Vallejo,21,177,66,Spain,CD Tenerife,63,71,0,0,Right,2,High/Medium,Lean,,RM
189842,Oscar Gobern,23,191,72,England,Huddersfield Town,63,71,0,0,Left,2,Medium/High,Normal,,RES
190446,Nathan  Eccleston,23,178,75,England,Partick Thistle FC,63,71,0,0,Right,3,Medium/Medium,Lean,,SUB
190602,Riccardo Brosco,23,190,78,Italy,Latina,63,71,0,0,Right,2,Medium/Medium,Normal,,RCB
190682,Yaser Kasim,23,181,73,Iraq,Swindon Town,63,71,0,0,Right,3,Medium/High,Normal,,LCM
192118,Arnor Angeli,23,183,77,Belgium,Avellino,63,71,0,0,Right,2,High/Medium,Normal,,SUB
193357,Lee Hodson,22,174,72,Northern Ireland,Milton Keynes Dons,63,71,0,0,Right,3,Medium/Medium,Normal,,SUB
194122,Will Grigg,22,180,70,Northern Ireland,Milton Keynes Dons,63,71,0,0,Right,2,Medium/High,Normal,,ST
198811,Fredrik Oldrup Jensen,21,185,73,Norway,Odds BK,63,71,0,0,Right,2,Low/Medium,Lean,,CM
198959,Fabrizio Paghera,22,173,70,Italy,SS Virtus Lanciano,63,71,0,0,Right,2,Medium/Medium,Normal,,CM
199170,Bryan Dabo,22,185,75,France,Montpellier HSC,63,71,0,0,Right,2,Medium/Low,Normal,,RES
199815,Sam Mantom,22,175,70,England,Walsall,63,71,0,0,Right,2,Medium/Medium,Normal,,SUB
200787,Harry Novillo,22,182,80,France,Clermont Foot 63,63,71,0,0,Right,3,High/Medium,Lean,#Acrobat,SUB
201894,Blair Adams,22,180,72,England,Notts County,63,71,0,0,Left,3,High/Medium,Lean,,SUB
202123,Chukwuemeka Ademola Amachi Aneke,20,189,94,England,SV Zulte-Waregem,63,71,0,0,Right,3,Medium/Low,Normal,,SUB
202748,고무열 高武烈,23,185,78,Korea Republic,Pohang Steelers,63,71,0,0,Right,2,High/Low,Lean,,LM
203268,Larnell Cole,21,168,78,England,Fulham,63,71,0,0,Right,3,High/Medium,Lean,,RES
204360,Conor Newton,22,183,70,England,Rotherham United,63,71,0,0,Right,3,High/High,Normal,,SUB
205663,Massimiliano Busellato,21,174,73,Italy,Cittadella,63,71,0,0,Right,2,High/Medium,Lean,,SUB
207917,Pedro José Martín Moreno,22,180,76,Spain,CD Mirandés,63,71,0,0,Right,3,Medium/Medium,Normal,,SUB
209833,Sebastiá Sastre Catalá,20,172,66,Spain,RCD Mallorca,63,71,0,0,Left,3,Medium/Medium,Normal,,RES
210377,João Carlos Vilaça Teixeira,21,177,76,Portugal,Brighton & Hove Albion,63,71,0,0,Right,3,High/Medium,Lean,,SUB
211991,Michael Vitzthum,22,185,75,Germany,1. FC Heidenheim 1846,63,71,0,0,Left,2,High/Medium,Lean,,SUB
213937,Ager Aketxe Barrutia,20,172,68,Spain,Athletic Club de Bilbao,63,71,0,0,Left,3,Medium/Medium,Normal,,RES
214231,Marcelo Jorquera,21,178,75,Chile,Deportes Iquique,63,71,0,0,Left,3,Medium/Medium,Normal,,SUB
214238,Pablo Alejandro Parra Rubilar,20,175,60,Chile,Deportivo Ñublense,63,71,0,0,Right,4,Medium/Medium,Lean,,RB
214411,Nicolás Alexander Maturana Caneo,20,168,70,Chile,AC Barnechea,63,71,0,0,Left,3,Medium/Low,Normal,,SUB
216447,Álvaro García Rivera,21,168,57,Spain,Racing Santander,63,71,0,0,Left,3,Medium/Medium,Lean,,SUB
217036,Alexandre Moreno Lopera,21,179,68,Spain,Rayo Vallecano,63,71,0,0,Left,3,Medium/Medium,Lean,,RES
219837,Sergio Aguza Santiago,21,179,70,Spain,Real Madrid,63,71,0,0,Right,3,Medium/Medium,Lean,,RES
219978,Hebert Silva Santos,23,191,87,Brazil,Piast Gliwice,63,71,0,0,Left,2,Medium/Medium,Normal,,SUB
220854,Erick Gutiérrez,19,177,69,Mexico,Pachuca,63,71,0,0,Left,2,Medium/Medium,Normal,,LDM
221235,Andrés Felipe Mosquera Marmolejo,22,186,81,Colombia,Fortaleza CEIF,63,71,0,0,Right,1,Medium/Medium,Normal,,GK
221651,안용우 安庸佑,22,178,68,Korea Republic,Jeonnam Dragons,63,71,0,0,Left,2,High/Low,Lean,,RM
223016,Selim Ay,22,184,80,Turkey,Atiker Konyaspor,63,71,0,0,Right,2,Medium/Medium,Lean,,LCB
223017,Ömer Ali Şahiner,22,175,70,Turkey,Atiker Konyaspor,63,71,0,0,Right,3,High/Medium,Lean,,RM
223610,David Concha Salas,17,172,61,Spain,Racing Santander,63,71,0,0,Right,3,Medium/Medium,Normal,,RM
224449,Hendrick Ekstein,23,174,65,South Africa,Kaizer Chiefs,63,71,0,0,Right,3,Medium/Medium,Lean,,RES
144200,Eren Albayrak,23,179,69,Turkey,Çaykur Rizespor,63,70,0,0,Left,3,Medium/Low,Lean,,SUB
163757,Joe Walsh,22,180,70,Wales,Crawley Town,63,70,0,0,Left,2,Medium/Medium,Normal,,LCB
179636,David Worrall,24,170,67,England,Southend United,63,70,0,0,Right,2,Medium/Medium,Lean,,SUB
187590,Zaur Sadaev,24,182,78,Russia,Lech Poznań,63,70,0,0,Right,3,Medium/Medium,Normal,,ST
188001,José Eduardo de Araújo,22,185,88,Brazil,Cesena,63,70,0,0,Right,2,High/Medium,Lean,,SUB
190416,Damien Vincent Denis Le Tallec,24,184,73,France,Mordovia Saransk,63,70,0,0,Right,3,Medium/Medium,Lean,,CAM
190594,Tanju Kayhan,24,172,74,Austria,Kardemir Karabükspor,63,70,0,0,Right,2,High/Medium,Normal,,LB
194150,Simon Moore,24,191,83,England,Cardiff City,63,70,0,0,Right,1,Medium/Medium,Normal,,SUB
194656,Alexey Nikitin,22,187,87,Russia,Amkar Perm,63,70,0,0,Right,2,High/Medium,Normal,,SUB
198650,Alessandro Sbaffo,23,187,80,Italy,Latina,63,70,0,0,Right,3,Medium/Medium,Normal,,SUB
199559,Roberto Inglese,22,187,75,Italy,Carpi,63,70,0,0,Right,3,Medium/Medium,Lean,,SUB
199982,Joachim Van Damme,22,195,89,Belgium,KV Mechelen,63,70,0,0,Left,2,Medium/Medium,Normal,,SUB
200130,Rémi Mulumba,21,178,70,France,AJ Auxerre,63,70,0,0,Right,3,Medium/Medium,Normal,,SUB
200523,Shota Bibilov,23,179,68,Russia,Rubin Kazan,63,70,0,0,Right,2,Medium/Medium,Normal,,SUB
201257,Thibault Moulin,24,173,68,France,Clermont Foot 63,63,70,0,0,Right,2,Medium/Medium,Normal,,LCM
202106,Marvin Knoll,23,186,79,Germany,SV Sandhausen,63,70,0,0,Left,2,Medium/Medium,Normal,,RES
202109,Cristóbal Gil Martín,22,171,62,Spain,UD Almería,63,70,0,0,Right,3,High/Medium,Normal,,RES
204464,Joe Ralls,20,178,70,England,Cardiff City,63,70,0,0,Left,2,Medium/Medium,Lean,,RES
204882,Ryan Williams,20,181,76,Australia,Fulham,63,70,0,0,Right,3,High/Medium,Normal,,RES
205186,Paulo Dino Gazzaniga,22,196,90,Argentina,Southampton,63,70,0,0,Right,1,Medium/Medium,Normal,,SUB
205955,Brian Montenegro,21,179,79,Paraguay,Leeds United,63,70,0,0,Left,3,Medium/Medium,Normal,,RES
206631,Kelyn Rowe,22,173,70,United States,New England Revolution,63,70,0,0,Right,3,Medium/Low,Normal,,LM
208525,Gustavo Campanharo,22,178,68,Brazil,Hellas Verona,63,70,0,0,Right,2,Medium/Medium,Lean,,SUB
208832,Fabien Boyer,23,187,80,France,La Berrichonne de Châteauroux,63,70,0,0,Right,2,Medium/Medium,Normal,,LCB
210384,Ridgeciano Haps,21,175,66,Netherlands,AZ Alkmaar,63,70,0,0,Left,3,High/Medium,Normal,,SUB
210427,Fábio Alexandre Silva Nunes,21,176,70,Portugal,Os Belenenses,63,70,0,0,Left,3,Medium/Low,Lean,,SUB
210798,Alhaji Kamara,20,180,73,Sierra Leone,IFK Norrköping,63,70,0,0,Right,3,Medium/Medium,Normal,,SUB
211098,Bradley Dack,20,175,71,England,Gillingham,63,70,0,0,Right,3,Medium/Medium,Lean,,LM
211212,Abdelkader Oueslati Kaabi,22,184,71,Tunisia,CD Numancia,63,70,0,0,Right,4,High/Medium,Lean,,RB
211264,Gaspar Andrés Servio,22,182,79,Argentina,Club Atlético Banfield,63,70,0,0,Right,1,Medium/Medium,Normal,,SUB
211381,Sofiane Boufal,20,170,60,France,Angers SCO,63,70,0,0,Left,4,High/Low,Lean,,SUB
211820,Philemon Ofosu-Ayeh,22,183,81,Ghana,VfR Aalen,63,70,0,0,Right,2,Medium/Medium,Normal,,RB
212889,Josué Humberto Gonçalves Leal Sá,22,186,75,Portugal,Vitória Guimarães,63,70,0,0,Right,2,Medium/Medium,Normal,,SUB
213706,Diego Calvo,23,178,76,Costa Rica,IFK Göteborg,63,70,0,0,Right,3,High/Low,Normal,,SUB
214956,Fabián Monserrat,22,169,64,Argentina,Independiente,63,70,0,0,Right,3,Medium/Medium,Lean,,SUB
214990,Matías Catalán,21,182,79,Argentina,San Lorenzo de Almagro,63,70,0,0,Right,2,Medium/Medium,Stocky,,SUB
215206,Hernán Altolaguirre,21,182,72,Argentina,Newell's Old Boys,63,70,0,0,Right,3,Medium/Medium,Lean,,RES
215338,Kevin Rendón,21,182,74,Colombia,Deportivo Pasto,63,70,0,0,Right,3,Medium/Medium,Normal,,SUB
216289,Mark Diemers,20,175,70,Netherlands,FC Utrecht,63,70,0,0,Right,2,Medium/Medium,Normal,,SUB
216834,Manuel Perez,23,180,71,France,Stade Brestois 29,63,70,0,0,Right,2,Medium/Medium,Normal,,LDM
219487,Filippo De Col,20,184,82,Italy,Spezia,63,70,0,0,Right,2,Medium/Medium,Normal,,RB
219746,Diego Torres,21,174,70,Chile,CD Palestino,63,70,0,0,Left,3,Medium/Medium,Normal,,LB
